Link_Key	BookingID	UdidNumber	UdidValue	UdidDefinitions	
571BWWGIY	571	26	0	COST LEVEL	
571BWWGIY	571	35			
571BWWGIY	571	37			
571BWWGIY	571	39			
571BWWGIY	571	46	97146	GROUP ID	
572FLNMNE	572	1	FLNMNE		
572FLNMNE	572	2	DSDGGY		
572FLNMNE	572	4	N		
572FLNMNE	572	11	F422102	COMPANY	
572FLNMNE	572	12	CS		
572FLNMNE	572	13	0000	CODIGO GINEBRA	
572FLNMNE	572	14	99-XX	SECTOR	
572FLNMNE	572	15	362	LOCATION	
572FLNMNE	572	17	SGS DE MEXICO-BA27963	PROYECT NUMBER	
572FLNMNE	572	18	PROCESO INTERNO	AUTORIZADOR	
572FLNMNE	572	25	71ID97	ACTIVITY	
572FLNMNE	572	26	0	COST LEVEL	
572FLNMNE	572	35			
572FLNMNE	572	37			
572FLNMNE	572	39			
572FLNMNE	572	46	97146	GROUP ID	
573HLHWNY	573	1	HLHWNY		
573HLHWNY	573	2	WI1Z6R		
573HLHWNY	573	4	N		
573HLHWNY	573	11	F424301	COMPANY	
573HLHWNY	573	12	CS		
573HLHWNY	573	13	0000	CODIGO GINEBRA	
573HLHWNY	573	14	520-XX	SECTOR	
573HLHWNY	573	15	362	LOCATION	
573HLHWNY	573	17	SGS DE MEXICO-BA27972	PROYECT NUMBER	
573HLHWNY	573	18	PROCESO INTERNO	AUTORIZADOR	
573HLHWNY	573	25	5280	ACTIVITY	
573HLHWNY	573	26	0	COST LEVEL	
573HLHWNY	573	35			
573HLHWNY	573	37	HL		
573HLHWNY	573	39			
573HLHWNY	573	46	97146	GROUP ID	
574CKLMWW	574	1	CKLMWW		
574CKLMWW	574	2			
574CKLMWW	574	4	N		
574CKLMWW	574	11	F422102	COMPANY	
574CKLMWW	574	12	CS		
574CKLMWW	574	13	0000	CODIGO GINEBRA	
574CKLMWW	574	14	99-XX	SECTOR	
574CKLMWW	574	15	362	LOCATION	
574CKLMWW	574	17	SGS DE MEXICO-HS20149	PROYECT NUMBER	
574CKLMWW	574	18	PROCESO INTERNO	AUTORIZADOR	
574CKLMWW	574	25	6253	ACTIVITY	
574CKLMWW	574	26	0	COST LEVEL	
574CKLMWW	574	35			
574CKLMWW	574	37	HL		
574CKLMWW	574	39			
574CKLMWW	574	46	97146	GROUP ID	
575BOLCVP	575	1	BOLCVP		
575BOLCVP	575	2	EEKDVE		
575BOLCVP	575	4	N		
575BOLCVP	575	11	F420171	COMPANY	
575BOLCVP	575	12	CS		
575BOLCVP	575	13	0000	CODIGO GINEBRA	
575BOLCVP	575	14	10-XX	SECTOR	
575BOLCVP	575	15	362	LOCATION	
575BOLCVP	575	17	SGS DE MEXICO-HS20152	PROYECT NUMBER	
575BOLCVP	575	18	JENNIFER DIAZ	AUTORIZADOR	
575BOLCVP	575	25	1752	ACTIVITY	
575BOLCVP	575	26	0	COST LEVEL	
575BOLCVP	575	35			
575BOLCVP	575	37			
575BOLCVP	575	39			
575BOLCVP	575	46	97146	GROUP ID	
576XCTUQM	576	1	XCTUQM		
576XCTUQM	576	2			
576XCTUQM	576	4			
576XCTUQM	576	11	F420201	COMPANY	
576XCTUQM	576	12			
576XCTUQM	576	13	000	CODIGO GINEBRA	
576XCTUQM	576	14	30-XX	SECTOR	
576XCTUQM	576	15	182	LOCATION	
576XCTUQM	576	17	SGS DE MEXICO-BA27567	PROYECT NUMBER	
576XCTUQM	576	18	JENNIFERDIAZ	AUTORIZADOR	
576XCTUQM	576	25	3000	ACTIVITY	
576XCTUQM	576	26	0	COST LEVEL	
576XCTUQM	576	35			
576XCTUQM	576	37			
576XCTUQM	576	39			
576XCTUQM	576	46	97146	GROUP ID	
577KURXJX	577	1	KURXJX		
577KURXJX	577	2			
577KURXJX	577	4	N		
577KURXJX	577	11	F424301	COMPANY	
577KURXJX	577	12	CS		
577KURXJX	577	13	0000	CODIGO GINEBRA	
577KURXJX	577	14	520-XX	SECTOR	
577KURXJX	577	15	362	LOCATION	
577KURXJX	577	17	SGS DE MEXICO-HS20153	PROYECT NUMBER	
577KURXJX	577	18	JENNIFER DIAZ	AUTORIZADOR	
577KURXJX	577	25	5280	ACTIVITY	
577KURXJX	577	26	0	COST LEVEL	
577KURXJX	577	35			
577KURXJX	577	37			
577KURXJX	577	39			
577KURXJX	577	46	97146	GROUP ID	
578IOQRZM	578	1	IOQRZM		
578IOQRZM	578	2			
578IOQRZM	578	4	N		
578IOQRZM	578	11	F420171	COMPANY	
578IOQRZM	578	12	CS		
578IOQRZM	578	13	0000	CODIGO GINEBRA	
578IOQRZM	578	14	10-XX	SECTOR	
578IOQRZM	578	15	362	LOCATION	
578IOQRZM	578	17	SGS DE MEXICO-HS20148	PROYECT NUMBER	
578IOQRZM	578	18	JENNIFER DIAZ	AUTORIZADOR	
578IOQRZM	578	25	1752	ACTIVITY	
578IOQRZM	578	26	0	COST LEVEL	
578IOQRZM	578	35			
578IOQRZM	578	37	HL		
578IOQRZM	578	39			
578IOQRZM	578	46	97146	GROUP ID	
579WYLCIC	579	1	WYLCIC		
579WYLCIC	579	2	JYNXTW		
579WYLCIC	579	4	N		
579WYLCIC	579	11	F422102	COMPANY	
579WYLCIC	579	12	CS		
579WYLCIC	579	13	0000	CODIGO GINEBRA	
579WYLCIC	579	14	90-XX	SECTOR	
579WYLCIC	579	15	362	LOCATION	
579WYLCIC	579	17	SGS DE MEXICO-BA27981	PROYECT NUMBER	
579WYLCIC	579	18	ENNIFER DIAZ	AUTORIZADOR	
579WYLCIC	579	25	9052	ACTIVITY	
579WYLCIC	579	26	0	COST LEVEL	
579WYLCIC	579	35	2EW3O4Y		
579WYLCIC	579	37	LA		
579WYLCIC	579	39			
579WYLCIC	579	46	97146	GROUP ID	
580ZRGBAY	580	1	ZRGBAY		
580ZRGBAY	580	2			
580ZRGBAY	580	4	N		
580ZRGBAY	580	11	F420102	COMPANY	
580ZRGBAY	580	12	CS		
580ZRGBAY	580	13	0000	CODIGO GINEBRA	
580ZRGBAY	580	14	10-XX	SECTOR	
580ZRGBAY	580	15	362	LOCATION	
580ZRGBAY	580	17	SGS DE MEXICO-HS20157	PROYECT NUMBER	
580ZRGBAY	580	18	JENNIFER DIAZ	AUTORIZADOR	
580ZRGBAY	580	25	1400	ACTIVITY	
580ZRGBAY	580	26	0	COST LEVEL	
580ZRGBAY	580	35	46365115		
580ZRGBAY	580	37	LA		
580ZRGBAY	580	39			
580ZRGBAY	580	46	97146	GROUP ID	
581ZWQIDM	581	1	ZWQIDM		
581ZWQIDM	581	2			
581ZWQIDM	581	4	N		
581ZWQIDM	581	11	F420102	COMPANY	
581ZWQIDM	581	12	CS		
581ZWQIDM	581	13	0000	CODIGO GINEBRA	
581ZWQIDM	581	14	10-XX	SECTOR	
581ZWQIDM	581	15	362	LOCATION	
581ZWQIDM	581	17	SGS DE MEXICO-HS20158	PROYECT NUMBER	
581ZWQIDM	581	18	JENNIFER DIAZ	AUTORIZADOR	
581ZWQIDM	581	25	1400	ACTIVITY	
581ZWQIDM	581	26	0	COST LEVEL	
581ZWQIDM	581	35	44894264		
581ZWQIDM	581	37	LA		
581ZWQIDM	581	39			
581ZWQIDM	581	46	97146	GROUP ID	
582YPFIEZ	582	1	YPFIEZ		
582YPFIEZ	582	2	WLRPRL		
582YPFIEZ	582	4	N		
582YPFIEZ	582	11	F422102	COMPANY	
582YPFIEZ	582	12	CS		
582YPFIEZ	582	13	0000	CODIGO GINEBRA	
582YPFIEZ	582	14	90-XX	SECTOR	
582YPFIEZ	582	15	362	LOCATION	
582YPFIEZ	582	17	SGS DE MEXICO-BA27982	PROYECT NUMBER	
582YPFIEZ	582	18	JENNIFER DIAZ	AUTORIZADOR	
582YPFIEZ	582	25	9052	ACTIVITY	
582YPFIEZ	582	26	0	COST LEVEL	
582YPFIEZ	582	35	67422SC000118		
582YPFIEZ	582	37			
582YPFIEZ	582	39			
582YPFIEZ	582	46	97146	GROUP ID	
