Link_Key	BookingID	UdidNumber	UdidValue	UdidDefinitions	
60EEBVVY	60	25	9053	ACTIVITY	
60EEBVVY	60	26	0	COST LEVEL	
60EEBVVY	60	46	97146	GROUP ID	
61FSJDBZ	61	11	F422102	COMPANY	
61FSJDBZ	61	13	0000	CODIGO GINEBRA	
61FSJDBZ	61	14	90-XX	SECTOR	
61FSJDBZ	61	15	362	LOCATION	
61FSJDBZ	61	17	SGS DE MEXICO-BA27934	PROYECT NUMBER	
61FSJDBZ	61	18	JENNIFER DIAZ	AUTORIZADOR	
61FSJDBZ	61	25	9053	ACTIVITY	
61FSJDBZ	61	26	00	COST LEVEL	
61FSJDBZ	61	46	97146	GROUP ID	
62FSJDBZ	62	11	F422102	COMPANY	
62FSJDBZ	62	13	0000	CODIGO GINEBRA	
62FSJDBZ	62	14	90-XX	SECTOR	
62FSJDBZ	62	15	362	LOCATION	
62FSJDBZ	62	17	SGS DE MEXICO-BA27934	PROYECT NUMBER	
62FSJDBZ	62	18	JENNIFER DIAZ	AUTORIZADOR	
62FSJDBZ	62	25	9053	ACTIVITY	
62FSJDBZ	62	26	00	COST LEVEL	
62FSJDBZ	62	46	97146	GROUP ID	
63MWLSTI	63	11	F422102	COMPANY	
63MWLSTI	63	13	0000	CODIGO GINEBRA	
63MWLSTI	63	14	90-XX	SECTOR	
63MWLSTI	63	15	362	LOCATION	
63MWLSTI	63	17	SGS DE MEXICO-BA27932	PROYECT NUMBER	
63MWLSTI	63	18	JENNIFER DIAZ	AUTORIZADOR	
63MWLSTI	63	25	9051	ACTIVITY	
63MWLSTI	63	26	0	COST LEVEL	
63MWLSTI	63	46	97146	GROUP ID	
64MWLSTI	64	11	F422102	COMPANY	
64MWLSTI	64	13	0000	CODIGO GINEBRA	
64MWLSTI	64	14	90-XX	SECTOR	
64MWLSTI	64	15	362	LOCATION	
64MWLSTI	64	17	SGS DE MEXICO-BA27932	PROYECT NUMBER	
64MWLSTI	64	18	JENNIFER DIAZ	AUTORIZADOR	
64MWLSTI	64	25	9051	ACTIVITY	
64MWLSTI	64	26	0	COST LEVEL	
64MWLSTI	64	46	97146	GROUP ID	
65QGEATI	65	11	F420171	COMPANY	
65QGEATI	65	13	0000	CODIGO GINEBRA	
65QGEATI	65	14	10-XX	SECTOR	
65QGEATI	65	15		LOCATION	
65QGEATI	65	17	SGS DE MEXICO-HS20114	PROYECT NUMBER	
65QGEATI	65	18	JENNIFERDIAZ	AUTORIZADOR	
65QGEATI	65	25	1751	ACTIVITY	
65QGEATI	65	26	0	COST LEVEL	
65QGEATI	65	46	97146	GROUP ID	
66YMXYJE	66	11	F420171	COMPANY	
66YMXYJE	66	13	0000	CODIGO GINEBRA	
66YMXYJE	66	14	10-XX	SECTOR	
66YMXYJE	66	15	362	LOCATION	
66YMXYJE	66	17	SGS DE MEXICO-HS20114	PROYECT NUMBER	
66YMXYJE	66	18	JENNIFERDIAZ	AUTORIZADOR	
66YMXYJE	66	25	1751	ACTIVITY	
66YMXYJE	66	26	0	COST LEVEL	
66YMXYJE	66	46	97146	GROUP ID	
67LVJBMV	67	11	F420171	COMPANY	
67LVJBMV	67	13	0000	CODIGO GINEBRA	
67LVJBMV	67	14	10-XX	SECTOR	
67LVJBMV	67	15	362	LOCATION	
67LVJBMV	67	17	SGS DE MEXICO-HS20089	PROYECT NUMBER	
67LVJBMV	67	18	JENNIFERDIAZ	AUTORIZADOR	
67LVJBMV	67	25	1751	ACTIVITY	
67LVJBMV	67	26	0	COST LEVEL	
67LVJBMV	67	46	97146	GROUP ID	
68DOBHDI	68	11	F420171	COMPANY	
68DOBHDI	68	13	0000	CODIGO GINEBRA	
68DOBHDI	68	14	10-XX	SECTOR	
68DOBHDI	68	15	362	LOCATION	
68DOBHDI	68	17	SGS DE MEXICO-BA27936	PROYECT NUMBER	
68DOBHDI	68	18	JENNIFERDIAZ	AUTORIZADOR	
68DOBHDI	68	25	1751	ACTIVITY	
68DOBHDI	68	26	0	COST LEVEL	
68DOBHDI	68	46	97146	GROUP ID	
69MFXMYD	69	11	F420171	COMPANY	
69MFXMYD	69	13	0000	CODIGO GINEBRA	
69MFXMYD	69	14	10-XX	SECTOR	
69MFXMYD	69	15	362	LOCATION	
69MFXMYD	69	17	SGS DE MEXICO-BA27938	PROYECT NUMBER	
69MFXMYD	69	18	PROCESO INTERNO	AUTORIZADOR	
69MFXMYD	69	25	1751	ACTIVITY	
69MFXMYD	69	26	0	COST LEVEL	
69MFXMYD	69	46	97146	GROUP ID	
70MFXMYD	70	11	F420171	COMPANY	
70MFXMYD	70	13	0000	CODIGO GINEBRA	
70MFXMYD	70	14	10-XX	SECTOR	
70MFXMYD	70	15	362	LOCATION	
70MFXMYD	70	17	SGS DE MEXICO-BA27938	PROYECT NUMBER	
70MFXMYD	70	18	PROCESO INTERNO	AUTORIZADOR	
70MFXMYD	70	25	1751	ACTIVITY	
70MFXMYD	70	26	0	COST LEVEL	
70MFXMYD	70	46	97146	GROUP ID	
71MRAJYV	71	11	F420201	COMPANY	
71MRAJYV	71	13	0000	CODIGO GINEBRA	
71MRAJYV	71	14	30-XX	SECTOR	
71MRAJYV	71	15	182	LOCATION	
71MRAJYV	71	17	SGS DE MEXICO-HS20103	PROYECT NUMBER	
71MRAJYV	71	18	JENNIFERDIAZ	AUTORIZADOR	
71MRAJYV	71	25	3200	ACTIVITY	
71MRAJYV	71	26	0	COST LEVEL	
71MRAJYV	71	46	97146	GROUP ID	
72CNDWDC	72	11	F420401	COMPANY	
72CNDWDC	72	13	0000	CODIGO GINEBRA	
72CNDWDC	72	14	40-XX	SECTOR	
72CNDWDC	72	15	NAUCALPAN	LOCATION	
72CNDWDC	72	17	SGS DE MEXICO-BA27943	PROYECT NUMBER	
72CNDWDC	72	18		AUTORIZADOR	
72CNDWDC	72	25	4200	ACTIVITY	
72CNDWDC	72	26	0	COST LEVEL	
72CNDWDC	72	46	97146	GROUP ID	
73CNDWDC	73	11	F420401	COMPANY	
73CNDWDC	73	13	0000	CODIGO GINEBRA	
73CNDWDC	73	14	40-XX	SECTOR	
73CNDWDC	73	15	NAUCALPAN	LOCATION	
73CNDWDC	73	17	SGS DE MEXICO-BA27943	PROYECT NUMBER	
73CNDWDC	73	18		AUTORIZADOR	
73CNDWDC	73	25	4200	ACTIVITY	
73CNDWDC	73	26	0	COST LEVEL	
73CNDWDC	73	46	97146	GROUP ID	
74JDJHEO	74	11	F420171	COMPANY	
74JDJHEO	74	13	0000	CODIGO GINEBRA	
74JDJHEO	74	14	10-XX	SECTOR	
74JDJHEO	74	15	362	LOCATION	
74JDJHEO	74	17	SGS DE MEXICO-HS20113	PROYECT NUMBER	
74JDJHEO	74	18	JENNIFERDIAZ	AUTORIZADOR	
74JDJHEO	74	25	1751	ACTIVITY	
74JDJHEO	74	26	0	COST LEVEL	
74JDJHEO	74	46	97146	GROUP ID	
75DAGACM	75	11	F420201	COMPANY	
75DAGACM	75	13	0000	CODIGO GINEBRA	
75DAGACM	75	14	30-XX	SECTOR	
75DAGACM	75	15	182	LOCATION	
75DAGACM	75	17	SGS DE MEXICO-HS20104	PROYECT NUMBER	
75DAGACM	75	18	JENNIFERDIAZ	AUTORIZADOR	
75DAGACM	75	25	3200	ACTIVITY	
75DAGACM	75	26	0	COST LEVEL	
75DAGACM	75	46	97146	GROUP ID	
76ELPVXU	76	11	F420171	COMPANY	
76ELPVXU	76	13	0000	CODIGO GINEBRA	
76ELPVXU	76	14	10-XX	SECTOR	
76ELPVXU	76	15	362	LOCATION	
76ELPVXU	76	17	SGS DE MEXICO-HS20096	PROYECT NUMBER	
76ELPVXU	76	18	ENNIFERDIAZ	AUTORIZADOR	
76ELPVXU	76	25	1751	ACTIVITY	
76ELPVXU	76	26	0	COST LEVEL	
76ELPVXU	76	46	97146	GROUP ID	
77EJSGRM	77	11	F422001	COMPANY	
77EJSGRM	77	13	0000	CODIGO GINEBRA	
77EJSGRM	77	14	99-XX	SECTOR	
77EJSGRM	77	15	362	LOCATION	
77EJSGRM	77	17	SGS DE MEXICO-BA27941	PROYECT NUMBER	
77EJSGRM	77	18	PROCESO INTERNO	AUTORIZADOR	
77EJSGRM	77	25	6253	ACTIVITY	
77EJSGRM	77	26	0	COST LEVEL	
77EJSGRM	77	46	97146	GROUP ID	
78EJSGRM	78	11	F422001	COMPANY	
78EJSGRM	78	13	0000	CODIGO GINEBRA	
78EJSGRM	78	14	99-XX	SECTOR	
78EJSGRM	78	15	362	LOCATION	
78EJSGRM	78	17	SGS DE MEXICO-BA27941	PROYECT NUMBER	
78EJSGRM	78	18	PROCESO INTERNO	AUTORIZADOR	
78EJSGRM	78	25	6253	ACTIVITY	
78EJSGRM	78	26	0	COST LEVEL	
78EJSGRM	78	46	97146	GROUP ID	
79EGEJDS	79	11	F422102	COMPANY	
79EGEJDS	79	13	0000	CODIGO GINEBRA	
79EGEJDS	79	14	99-XX	SECTOR	
79EGEJDS	79	15	362	LOCATION	
79EGEJDS	79	17	SGS DE MEXICO-BA27940	PROYECT NUMBER	
79EGEJDS	79	18	PROCESO INTERNO	AUTORIZADOR	
79EGEJDS	79	25	5280	ACTIVITY	
79EGEJDS	79	26	0	COST LEVEL	
79EGEJDS	79	46	97146	GROUP ID	
80EGEJDS	80	11	F422102	COMPANY	
80EGEJDS	80	13	0000	CODIGO GINEBRA	
80EGEJDS	80	14	99-XX	SECTOR	
80EGEJDS	80	15	362	LOCATION	
80EGEJDS	80	17	SGS DE MEXICO-BA27940	PROYECT NUMBER	
80EGEJDS	80	18	PROCESO INTERNO	AUTORIZADOR	
80EGEJDS	80	25	5280	ACTIVITY	
80EGEJDS	80	26	0	COST LEVEL	
80EGEJDS	80	46	97146	GROUP ID	
81VXHPNM	81	11	F422102	COMPANY	
81VXHPNM	81	13	0000	CODIGO GINEBRA	
81VXHPNM	81	14	90-XX	SECTOR	
81VXHPNM	81	15	362	LOCATION	
81VXHPNM	81	17	SGS DE MEXICO-BA27945	PROYECT NUMBER	
81VXHPNM	81	18		AUTORIZADOR	
81VXHPNM	81	25	9052	ACTIVITY	
81VXHPNM	81	26	0	COST LEVEL	
81VXHPNM	81	46	97146	GROUP ID	
82VXHPNM	82	11	F422102	COMPANY	
82VXHPNM	82	13	0000	CODIGO GINEBRA	
82VXHPNM	82	14	90-XX	SECTOR	
82VXHPNM	82	15	362	LOCATION	
82VXHPNM	82	17	SGS DE MEXICO-BA27945	PROYECT NUMBER	
82VXHPNM	82	18		AUTORIZADOR	
82VXHPNM	82	25	9052	ACTIVITY	
82VXHPNM	82	26	0	COST LEVEL	
82VXHPNM	82	46	97146	GROUP ID	
83UDZCYQ	83	11	F424301	COMPANY	
83UDZCYQ	83	13	0000	CODIGO GINEBRA	
83UDZCYQ	83	14	520-XX	SECTOR	
83UDZCYQ	83	15	362	LOCATION	
83UDZCYQ	83	17	SGS DE MEXICO-HS20108	PROYECT NUMBER	
83UDZCYQ	83	18	JENNIFERDIAZ	AUTORIZADOR	
83UDZCYQ	83	25	5280	ACTIVITY	
83UDZCYQ	83	26	0	COST LEVEL	
83UDZCYQ	83	46	97146	GROUP ID	
84VTFOLL	84	11	F421401	COMPANY	
84VTFOLL	84	13	0000	CODIGO GINEBRA	
84VTFOLL	84	14	500-XX	SECTOR	
84VTFOLL	84	15	241	LOCATION	
84VTFOLL	84	17	SGS DE MEXICO-BA27944	PROYECT NUMBER	
84VTFOLL	84	18	PROCESO INTERNO	AUTORIZADOR	
84VTFOLL	84	25	5143	ACTIVITY	
84VTFOLL	84	26	0	COST LEVEL	
84VTFOLL	84	46	97146	GROUP ID	
85VZLSTD	85	11	F420171	COMPANY	
85VZLSTD	85	13	0000	CODIGO GINEBRA	
85VZLSTD	85	14	10-XX	SECTOR	
85VZLSTD	85	15	362	LOCATION	
85VZLSTD	85	17	SGS DE MEXICO-BA27946	PROYECT NUMBER	
85VZLSTD	85	18	JENNIFER DIAZ	AUTORIZADOR	
85VZLSTD	85	25	1752	ACTIVITY	
85VZLSTD	85	26	00	COST LEVEL	
85VZLSTD	85	46	97146	GROUP ID	
86VZLSTD	86	11	F420171	COMPANY	
86VZLSTD	86	13	0000	CODIGO GINEBRA	
86VZLSTD	86	14	10-XX	SECTOR	
86VZLSTD	86	15	362	LOCATION	
86VZLSTD	86	17	SGS DE MEXICO-BA27946	PROYECT NUMBER	
86VZLSTD	86	18	JENNIFER DIAZ	AUTORIZADOR	
86VZLSTD	86	25	1752	ACTIVITY	
86VZLSTD	86	26	00	COST LEVEL	
86VZLSTD	86	46	97146	GROUP ID	
87ATVTHC	87	11	F422102	COMPANY	
87ATVTHC	87	13	0000	CODIGO GINEBRA	
87ATVTHC	87	14	99-XX	SECTOR	
87ATVTHC	87	15	362	LOCATION	
87ATVTHC	87	17	SGS DE MEXICO-BA27939	PROYECT NUMBER	
87ATVTHC	87	18	PROCESO INTERNO	AUTORIZADOR	
87ATVTHC	87	25	6253	ACTIVITY	
87ATVTHC	87	26	0	COST LEVEL	
87ATVTHC	87	46	97146	GROUP ID	
88ATVTHC	88	11	F422102	COMPANY	
88ATVTHC	88	13	0000	CODIGO GINEBRA	
88ATVTHC	88	14	99-XX	SECTOR	
88ATVTHC	88	15	362	LOCATION	
88ATVTHC	88	17	SGS DE MEXICO-BA27939	PROYECT NUMBER	
88ATVTHC	88	18	PROCESO INTERNO	AUTORIZADOR	
88ATVTHC	88	25	6253	ACTIVITY	
88ATVTHC	88	26	0	COST LEVEL	
88ATVTHC	88	46	97146	GROUP ID	
89MUVWDK	89	11	F422102	COMPANY	
89MUVWDK	89	13	0000	CODIGO GINEBRA	
89MUVWDK	89	14	90-XX	SECTOR	
89MUVWDK	89	15	362	LOCATION	
89MUVWDK	89	17	SGS DE MEXICO-BA27939	PROYECT NUMBER	
89MUVWDK	89	18	PROCESO INTERNO	AUTORIZADOR	
89MUVWDK	89	25	9052	ACTIVITY	
89MUVWDK	89	26	0	COST LEVEL	
89MUVWDK	89	46	97146	GROUP ID	
90MUVWDK	90	11	F422102	COMPANY	
90MUVWDK	90	13	0000	CODIGO GINEBRA	
90MUVWDK	90	14	90-XX	SECTOR	
90MUVWDK	90	15	362	LOCATION	
90MUVWDK	90	17	SGS DE MEXICO-BA27939	PROYECT NUMBER	
90MUVWDK	90	18	PROCESO INTERNO	AUTORIZADOR	
90MUVWDK	90	25	9052	ACTIVITY	
90MUVWDK	90	26	0	COST LEVEL	
90MUVWDK	90	46	97146	GROUP ID	
91MUVWDK	91	11	F422102	COMPANY	
91MUVWDK	91	13	0000	CODIGO GINEBRA	
91MUVWDK	91	14	90-XX	SECTOR	
91MUVWDK	91	15	362	LOCATION	
91MUVWDK	91	17	SGS DE MEXICO-BA27939	PROYECT NUMBER	
91MUVWDK	91	18	PROCESO INTERNO	AUTORIZADOR	
91MUVWDK	91	25	9052	ACTIVITY	
91MUVWDK	91	26	0	COST LEVEL	
91MUVWDK	91	46	97146	GROUP ID	
92KXWQEV	92	11	F422102	COMPANY	
92KXWQEV	92	13	0000	CODIGO GINEBRA	
92KXWQEV	92	14	90-XX	SECTOR	
92KXWQEV	92	15	362	LOCATION	
92KXWQEV	92	17	SGS DE MEXICO-BA27949	PROYECT NUMBER	
92KXWQEV	92	18	JENNIFER DIAZ	AUTORIZADOR	
92KXWQEV	92	25	9052	ACTIVITY	
92KXWQEV	92	26	0	COST LEVEL	
92KXWQEV	92	46	97146	GROUP ID	
93KXWQEV	93	11	F422102	COMPANY	
93KXWQEV	93	13	0000	CODIGO GINEBRA	
93KXWQEV	93	14	90-XX	SECTOR	
93KXWQEV	93	15	362	LOCATION	
93KXWQEV	93	17	SGS DE MEXICO-BA27949	PROYECT NUMBER	
93KXWQEV	93	18	JENNIFER DIAZ	AUTORIZADOR	
93KXWQEV	93	25	9052	ACTIVITY	
93KXWQEV	93	26	0	COST LEVEL	
93KXWQEV	93	46	97146	GROUP ID	
94YCCYWI	94	11	F421701	COMPANY	
94YCCYWI	94	13	0000	CODIGO GINEBRA	
94YCCYWI	94	14	60-XX	SECTOR	
94YCCYWI	94	15	362	LOCATION	
94YCCYWI	94	17	SGS DE MEXICO-BA27953	PROYECT NUMBER	
94YCCYWI	94	18	JENNIFER DIAZ	AUTORIZADOR	
94YCCYWI	94	25	6251	ACTIVITY	
94YCCYWI	94	26	0	COST LEVEL	
94YCCYWI	94	46	97146	GROUP ID	
95YIICHN	95	11	F420171	COMPANY	
95YIICHN	95	13	0000	CODIGO GINEBRA	
95YIICHN	95	14	10-XX	SECTOR	
95YIICHN	95	15	362	LOCATION	
95YIICHN	95	17	SGS DE MEXICO-BA27955	PROYECT NUMBER	
95YIICHN	95	18	PROCESO INTERNO	AUTORIZADOR	
95YIICHN	95	25	1751	ACTIVITY	
95YIICHN	95	26	0	COST LEVEL	
95YIICHN	95	46	97146	GROUP ID	
96QCRCQY	96	11	F420171	COMPANY	
96QCRCQY	96	13	0000	CODIGO GINEBRA	
96QCRCQY	96	14	10-XX	SECTOR	
96QCRCQY	96	15	362	LOCATION	
96QCRCQY	96	17	SGS DE MEXICO-BA27954	PROYECT NUMBER	
96QCRCQY	96	18	PROCESO INTERNO	AUTORIZADOR	
96QCRCQY	96	25	1753	ACTIVITY	
96QCRCQY	96	26	0	COST LEVEL	
96QCRCQY	96	46	97146	GROUP ID	
97KZUEHU	97	11	F420102	COMPANY	
97KZUEHU	97	13	0000	CODIGO GINEBRA	
97KZUEHU	97	14	90-XX	SECTOR	
97KZUEHU	97	15	362	LOCATION	
97KZUEHU	97	17	SGS DE MEXICO-BA27951	PROYECT NUMBER	
97KZUEHU	97	18	JENNIFER DIAZ	AUTORIZADOR	
97KZUEHU	97	25	9051	ACTIVITY	
97KZUEHU	97	26	00	COST LEVEL	
97KZUEHU	97	46	97146	GROUP ID	
98KZUEHU	98	11	F420102	COMPANY	
98KZUEHU	98	13	0000	CODIGO GINEBRA	
98KZUEHU	98	14	90-XX	SECTOR	
98KZUEHU	98	15	362	LOCATION	
98KZUEHU	98	17	SGS DE MEXICO-BA27951	PROYECT NUMBER	
98KZUEHU	98	18	JENNIFER DIAZ	AUTORIZADOR	
98KZUEHU	98	25	9051	ACTIVITY	
98KZUEHU	98	26	00	COST LEVEL	
98KZUEHU	98	46	97146	GROUP ID	
99YXRGKJ	99	11	F420102	COMPANY	
99YXRGKJ	99	13	0000	CODIGO GINEBRA	
99YXRGKJ	99	14	90-XX	SECTOR	
99YXRGKJ	99	15	362	LOCATION	
99YXRGKJ	99	17	SGS DE MEXICO-BA20131	PROYECT NUMBER	
99YXRGKJ	99	18	JENNIFER DIAZ	AUTORIZADOR	
99YXRGKJ	99	25	9051	ACTIVITY	
99YXRGKJ	99	26	00	COST LEVEL	
99YXRGKJ	99	46	97146	GROUP ID	
100YXRGKJ	100	11	F420102	COMPANY	
100YXRGKJ	100	13	0000	CODIGO GINEBRA	
100YXRGKJ	100	14	90-XX	SECTOR	
100YXRGKJ	100	15	362	LOCATION	
100YXRGKJ	100	17	SGS DE MEXICO-BA20131	PROYECT NUMBER	
100YXRGKJ	100	18	JENNIFER DIAZ	AUTORIZADOR	
100YXRGKJ	100	25	9051	ACTIVITY	
100YXRGKJ	100	26	00	COST LEVEL	
100YXRGKJ	100	46	97146	GROUP ID	
101VXYLGP	101	11	F424301	COMPANY	
101VXYLGP	101	13	0000	CODIGO GINEBRA	
101VXYLGP	101	14	520-XX	SECTOR	
101VXYLGP	101	15	362	LOCATION	
101VXYLGP	101	17	SGS DE MEXICO-BA27922	PROYECT NUMBER	
101VXYLGP	101	18	PROCESO INTERNO	AUTORIZADOR	
101VXYLGP	101	25	5280	ACTIVITY	
101VXYLGP	101	26	0	COST LEVEL	
101VXYLGP	101	46	97146	GROUP ID	
102VXYLGP	102	11	F424301	COMPANY	
102VXYLGP	102	13	0000	CODIGO GINEBRA	
102VXYLGP	102	14	520-XX	SECTOR	
102VXYLGP	102	15	362	LOCATION	
102VXYLGP	102	17	SGS DE MEXICO-BA27922	PROYECT NUMBER	
102VXYLGP	102	18	PROCESO INTERNO	AUTORIZADOR	
102VXYLGP	102	25	5280	ACTIVITY	
102VXYLGP	102	26	0	COST LEVEL	
102VXYLGP	102	46	97146	GROUP ID	
103ASULMR	103	11	F422102	COMPANY	
103ASULMR	103	13	0000	CODIGO GINEBRA	
103ASULMR	103	14	99-XX	SECTOR	
103ASULMR	103	15	362	LOCATION	
103ASULMR	103	17	SGS DE MEXICO-BA27948	PROYECT NUMBER	
103ASULMR	103	18	PROCESO INTERNO	AUTORIZADOR	
103ASULMR	103	25	71ID17	ACTIVITY	
103ASULMR	103	26	0	COST LEVEL	
103ASULMR	103	46	97146	GROUP ID	
104ASULMR	104	11	F422102	COMPANY	
104ASULMR	104	13	0000	CODIGO GINEBRA	
104ASULMR	104	14	99-XX	SECTOR	
104ASULMR	104	15	362	LOCATION	
104ASULMR	104	17	SGS DE MEXICO-BA27948	PROYECT NUMBER	
104ASULMR	104	18	PROCESO INTERNO	AUTORIZADOR	
104ASULMR	104	25	71ID17	ACTIVITY	
104ASULMR	104	26	0	COST LEVEL	
104ASULMR	104	46	97146	GROUP ID	
105IWPGTK	105	11	F421701	COMPANY	
105IWPGTK	105	13	0000	CODIGO GINEBRA	
105IWPGTK	105	14	500-XX	SECTOR	
105IWPGTK	105	15	362	LOCATION	
105IWPGTK	105	17	SGS DE MEXICO-HS20107	PROYECT NUMBER	
105IWPGTK	105	18	JENNIFERDIAZ	AUTORIZADOR	
105IWPGTK	105	25	5133	ACTIVITY	
105IWPGTK	105	26	0	COST LEVEL	
105IWPGTK	105	46	97146	GROUP ID	
106QJBLCD	106	11	F422102	COMPANY	
106QJBLCD	106	13	0000	CODIGO GINEBRA	
106QJBLCD	106	14	90-XX	SECTOR	
106QJBLCD	106	15	362	LOCATION	
106QJBLCD	106	17	SGS DE MEXICO-HS20135	PROYECT NUMBER	
106QJBLCD	106	18	JENNIFER DIAZ	AUTORIZADOR	
106QJBLCD	106	25	9052	ACTIVITY	
106QJBLCD	106	26	0	COST LEVEL	
106QJBLCD	106	46	97146	GROUP ID	
107IJWVPS	107	11	F420201	COMPANY	
107IJWVPS	107	13	0000	CODIGO GINEBRA	
107IJWVPS	107	14	30-XX	SECTOR	
107IJWVPS	107	15	182	LOCATION	
107IJWVPS	107	17	SGS DE MEXICO-HS20133	PROYECT NUMBER	
107IJWVPS	107	18	PROCESO INTERNO	AUTORIZADOR	
107IJWVPS	107	25	3000	ACTIVITY	
107IJWVPS	107	26	0	COST LEVEL	
107IJWVPS	107	46	97146	GROUP ID	
108LCWXZE	108	11	F420701	COMPANY	
108LCWXZE	108	13	0000	CODIGO GINEBRA	
108LCWXZE	108	14	60-XX	SECTOR	
108LCWXZE	108	15	362	LOCATION	
108LCWXZE	108	17	SGS DE MEXICO-BA27950	PROYECT NUMBER	
108LCWXZE	108	18	PROCESO INTERNO	AUTORIZADOR	
108LCWXZE	108	25	6251	ACTIVITY	
108LCWXZE	108	26	10	COST LEVEL	
108LCWXZE	108	46	97146	GROUP ID	
109LCWXZE	109	11	F420701	COMPANY	
109LCWXZE	109	13	0000	CODIGO GINEBRA	
109LCWXZE	109	14	60-XX	SECTOR	
109LCWXZE	109	15	362	LOCATION	
109LCWXZE	109	17	SGS DE MEXICO-BA27950	PROYECT NUMBER	
109LCWXZE	109	18	PROCESO INTERNO	AUTORIZADOR	
109LCWXZE	109	25	6251	ACTIVITY	
109LCWXZE	109	26	10	COST LEVEL	
109LCWXZE	109	46	97146	GROUP ID	
110RCXBJG	110	11	F422102	COMPANY	
110RCXBJG	110	13	0000	CODIGO GINEBRA	
110RCXBJG	110	14	90-XX	SECTOR	
110RCXBJG	110	15	362	LOCATION	
110RCXBJG	110	17	SGS DE MEXICO-BA27959	PROYECT NUMBER	
110RCXBJG	110	18	JENNIFER DIAZ	AUTORIZADOR	
110RCXBJG	110	25	9052	ACTIVITY	
110RCXBJG	110	26	0	COST LEVEL	
110RCXBJG	110	46	97146	GROUP ID	
111RCXBJG	111	11	F422102	COMPANY	
111RCXBJG	111	13	0000	CODIGO GINEBRA	
111RCXBJG	111	14	90-XX	SECTOR	
111RCXBJG	111	15	362	LOCATION	
111RCXBJG	111	17	SGS DE MEXICO-BA27959	PROYECT NUMBER	
111RCXBJG	111	18	JENNIFER DIAZ	AUTORIZADOR	
111RCXBJG	111	25	9052	ACTIVITY	
111RCXBJG	111	26	0	COST LEVEL	
111RCXBJG	111	46	97146	GROUP ID	
112TJHLRG	112	11	F420901	COMPANY	
112TJHLRG	112	13	0000	CODIGO GINEBRA	
112TJHLRG	112	14	20-XX	SECTOR	
112TJHLRG	112	15	781	LOCATION	
112TJHLRG	112	17	SGS DE MEXICO-BA27958	PROYECT NUMBER	
112TJHLRG	112	18	JENNIFERDIAZ	AUTORIZADOR	
112TJHLRG	112	25	2300	ACTIVITY	
112TJHLRG	112	26	0	COST LEVEL	
112TJHLRG	112	46		GROUP ID	
113TJHLRG	113	11	F420901	COMPANY	
113TJHLRG	113	13	0000	CODIGO GINEBRA	
113TJHLRG	113	14	20-XX	SECTOR	
113TJHLRG	113	15	781	LOCATION	
113TJHLRG	113	17	SGS DE MEXICO-BA27958	PROYECT NUMBER	
113TJHLRG	113	18	JENNIFERDIAZ	AUTORIZADOR	
113TJHLRG	113	25	2300	ACTIVITY	
113TJHLRG	113	26	0	COST LEVEL	
113TJHLRG	113	46		GROUP ID	
114ALHWAA	114	11	F422102	COMPANY	
114ALHWAA	114	13	0000	CODIGO GINEBRA	
114ALHWAA	114	14	99-XX	SECTOR	
114ALHWAA	114	15	362	LOCATION	
114ALHWAA	114	17	SGS DE MEXICO-BA27957	PROYECT NUMBER	
114ALHWAA	114	18	PROCESO INTERNO	AUTORIZADOR	
114ALHWAA	114	25	6253	ACTIVITY	
114ALHWAA	114	26	0	COST LEVEL	
114ALHWAA	114	46	97146	GROUP ID	
115ALHWAA	115	11	F422102	COMPANY	
115ALHWAA	115	13	0000	CODIGO GINEBRA	
115ALHWAA	115	14	99-XX	SECTOR	
115ALHWAA	115	15	362	LOCATION	
115ALHWAA	115	17	SGS DE MEXICO-BA27957	PROYECT NUMBER	
115ALHWAA	115	18	PROCESO INTERNO	AUTORIZADOR	
115ALHWAA	115	25	6253	ACTIVITY	
115ALHWAA	115	26	0	COST LEVEL	
115ALHWAA	115	46	97146	GROUP ID	
116RQSGDL	116	11	F420401	COMPANY	
116RQSGDL	116	13	0000	CODIGO GINEBRA	
116RQSGDL	116	14	40-XX	SECTOR	
116RQSGDL	116	15	451	LOCATION	
116RQSGDL	116	17	SGS DE MEXICO-BA27961	PROYECT NUMBER	
116RQSGDL	116	18	PROCESO INTERNO	AUTORIZADOR	
116RQSGDL	116	25	4200	ACTIVITY	
116RQSGDL	116	26	0	COST LEVEL	
116RQSGDL	116	46	97146	GROUP ID	
117RQSGDL	117	11	F420401	COMPANY	
117RQSGDL	117	13	0000	CODIGO GINEBRA	
117RQSGDL	117	14	40-XX	SECTOR	
117RQSGDL	117	15	451	LOCATION	
117RQSGDL	117	17	SGS DE MEXICO-BA27961	PROYECT NUMBER	
117RQSGDL	117	18	PROCESO INTERNO	AUTORIZADOR	
117RQSGDL	117	25	4200	ACTIVITY	
117RQSGDL	117	26	0	COST LEVEL	
117RQSGDL	117	46	97146	GROUP ID	
118WDFAOL	118	11	F421701	COMPANY	
118WDFAOL	118	13	0000	CODIGO GINEBRA	
118WDFAOL	118	14	60-XX	SECTOR	
118WDFAOL	118	15	362	LOCATION	
118WDFAOL	118	17	SGS DE MEXICO-BA27960	PROYECT NUMBER	
118WDFAOL	118	18		AUTORIZADOR	
118WDFAOL	118	25	6251	ACTIVITY	
118WDFAOL	118	26	0	COST LEVEL	
